Customer ID,Gender,Age,Tenure Months,Contract,Internet Service,Payment Method,Tech Support,Paperless Billing,Monthly Charges,Churn,Annual Revenue,Customer Segment
CUST-04441,Male,40,19,Month-to-month,DSL,Bank transfer,Yes,Yes,64.5,Yes,774.0,13-24 Months
CUST-04442,Male,41,16,Month-to-month,DSL,Mailed check,Yes,No,84.79,No,1017.48,13-24 Months
CUST-04443,Female,27,32,Month-to-month,Fiber optic,Mailed check,No,Yes,32.73,No,392.76,25-48 Months
CUST-04444,Male,46,15,Month-to-month,No internet,Mailed check,No,Yes,88.29,No,1059.48,13-24 Months
CUST-04445,Female,57,12,Month-to-month,No internet,Electronic check,No,Yes,105.05,No,1260.6,7-12 Months
CUST-04446,Male,32,38,One year,DSL,Credit card,No,Yes,113.44,No,1361.28,25-48 Months
CUST-04447,Male,69,58,Month-to-month,No internet,Credit card,No,Yes,81.45,No,977.4,49-72 Months
CUST-04448,Male,50,10,Month-to-month,Fiber optic,Mailed check,No,Yes,21.47,No,257.64,7-12 Months
CUST-04449,Female,58,37,Month-to-month,Fiber optic,Mailed check,No,No,90.13,Yes,1081.56,25-48 Months
CUST-04450,Female,21,48,Month-to-month,Fiber optic,Credit card,No,No,99.08,No,1188.96,25-48 Months
CUST-04451,Female,58,51,Two year,No internet,Electronic check,No,Yes,52.5,No,630.0,49-72 Months
CUST-04452,Male,35,8,Month-to-month,DSL,Electronic check,No,Yes,69.96,Yes,839.52,7-12 Months
CUST-04453,Male,55,53,Month-to-month,No internet,Credit card,No,Yes,85.54,No,1026.48,49-72 Months
CUST-04454,Female,60,2,Two year,DSL,Electronic check,Yes,Yes,122.04,No,1464.48,0-6 Months
CUST-04455,Female,31,18,Two year,DSL,Electronic check,No,No,64.84,No,778.08,13-24 Months
CUST-04456,Male,31,23,One year,Fiber optic,Mailed check,No,Yes,96.96,No,1163.52,13-24 Months
CUST-04457,Female,21,62,One year,Fiber optic,Bank transfer,No,Yes,80.86,No,970.32,49-72 Months
CUST-04458,Male,50,14,Month-to-month,DSL,Bank transfer,No,Yes,77.58,No,930.96,13-24 Months
CUST-04459,Male,59,57,One year,DSL,Electronic check,No,Yes,109.25,No,1311.0,49-72 Months
CUST-04460,Female,39,72,Month-to-month,Fiber optic,Bank transfer,No,Yes,48.72,No,584.64,49-72 Months
CUST-04461,Male,26,70,Month-to-month,No internet,Electronic check,No,No,78.45,Yes,941.4,49-72 Months
CUST-04462,Male,34,22,Month-to-month,DSL,Credit card,No,No,72.76,Yes,873.12,13-24 Months
CUST-04463,Female,39,7,One year,Fiber optic,Electronic check,No,Yes,29.81,No,357.72,7-12 Months
CUST-04464,Female,66,16,Month-to-month,No internet,Electronic check,No,No,106.51,Yes,1278.12,13-24 Months
CUST-04465,Male,24,56,Month-to-month,DSL,Bank transfer,No,No,95.21,No,1142.52,49-72 Months
CUST-04466,Male,36,15,Month-to-month,DSL,Electronic check,No,Yes,72.95,No,875.4,13-24 Months
CUST-04467,Female,51,47,One year,Fiber optic,Bank transfer,No,No,64.68,No,776.16,25-48 Months
CUST-04468,Female,30,27,Month-to-month,Fiber optic,Electronic check,Yes,Yes,72.01,No,864.12,25-48 Months
CUST-04469,Female,64,56,Month-to-month,Fiber optic,Mailed check,Yes,No,91.81,No,1101.72,49-72 Months
CUST-04470,Female,66,44,Month-to-month,DSL,Electronic check,No,Yes,73.48,Yes,881.76,25-48 Months
CUST-04471,Male,38,43,One year,DSL,Mailed check,No,No,53.31,Yes,639.72,25-48 Months
CUST-04472,Female,57,57,Month-to-month,No internet,Electronic check,No,No,57.52,No,690.24,49-72 Months
CUST-04473,Male,58,69,Two year,No internet,Electronic check,No,No,71.66,No,859.92,49-72 Months
CUST-04474,Male,54,27,Month-to-month,Fiber optic,Electronic check,No,Yes,45.89,Yes,550.68,25-48 Months
CUST-04475,Female,27,39,Month-to-month,No internet,Credit card,No,Yes,81.33,No,975.96,25-48 Months
CUST-04476,Male,20,46,Month-to-month,Fiber optic,Bank transfer,No,No,49.8,Yes,597.6,25-48 Months
CUST-04477,Female,36,60,Month-to-month,Fiber optic,Electronic check,No,No,45.28,Yes,543.36,49-72 Months
CUST-04478,Male,24,35,Month-to-month,DSL,Electronic check,No,No,160.0,Yes,1920.0,25-48 Months
CUST-04479,Female,33,27,Month-to-month,No internet,Electronic check,No,Yes,126.32,Yes,1515.84,25-48 Months
CUST-04480,Female,51,61,Two year,No internet,Electronic check,No,Yes,76.03,No,912.36,49-72 Months
CUST-04481,Male,49,69,Month-to-month,DSL,Mailed check,Yes,No,95.83,No,1149.96,49-72 Months
CUST-04482,Male,29,41,Month-to-month,Fiber optic,Mailed check,No,No,100.59,No,1207.08,25-48 Months
CUST-04483,Female,18,8,Month-to-month,Fiber optic,Credit card,Yes,Yes,69.89,No,838.68,7-12 Months
CUST-04484,Male,29,21,Month-to-month,Fiber optic,Credit card,No,No,79.92,No,959.04,13-24 Months
CUST-04485,Male,42,34,Month-to-month,DSL,Electronic check,No,Yes,64.66,No,775.92,25-48 Months
CUST-04486,Male,59,51,Month-to-month,DSL,Electronic check,Yes,Yes,107.16,Yes,1285.92,49-72 Months
CUST-04487,Female,37,49,Month-to-month,Fiber optic,Electronic check,Yes,Yes,107.54,No,1290.48,49-72 Months
CUST-04488,Male,33,60,Month-to-month,DSL,Electronic check,No,Yes,115.73,No,1388.76,49-72 Months
CUST-04489,Female,47,3,Two year,DSL,Mailed check,No,No,79.45,No,953.4,0-6 Months
CUST-04490,Male,21,34,One year,DSL,Electronic check,No,Yes,132.7,No,1592.4,25-48 Months
CUST-04491,Male,29,51,Two year,Fiber optic,Electronic check,No,No,69.86,No,838.32,49-72 Months
CUST-04492,Male,19,72,Month-to-month,Fiber optic,Electronic check,No,Yes,129.31,No,1551.72,49-72 Months
CUST-04493,Female,45,11,Two year,DSL,Bank transfer,No,No,59.03,Yes,708.36,7-12 Months
CUST-04494,Male,41,64,Month-to-month,DSL,Electronic check,No,Yes,35.67,Yes,428.04,49-72 Months
CUST-04495,Male,48,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,128.78,Yes,1545.36,0-6 Months
CUST-04496,Female,50,15,Two year,Fiber optic,Mailed check,No,Yes,90.49,No,1085.88,13-24 Months
CUST-04497,Male,38,61,Month-to-month,No internet,Electronic check,No,No,86.54,Yes,1038.48,49-72 Months
CUST-04498,Male,64,57,Month-to-month,DSL,Mailed check,No,No,61.91,Yes,742.92,49-72 Months
CUST-04499,Male,66,71,Two year,Fiber optic,Mailed check,Yes,Yes,48.34,No,580.08,49-72 Months
CUST-04500,Male,23,44,One year,DSL,Mailed check,No,Yes,50.99,No,611.88,25-48 Months
CUST-04501,Female,66,45,Month-to-month,DSL,Mailed check,No,Yes,75.88,No,910.56,25-48 Months
CUST-04502,Female,28,39,Month-to-month,Fiber optic,Electronic check,No,Yes,67.79,Yes,813.48,25-48 Months
CUST-04503,Female,31,37,Month-to-month,Fiber optic,Electronic check,No,Yes,20.0,No,240.0,25-48 Months
CUST-04504,Female,46,38,Two year,No internet,Electronic check,No,No,119.43,No,1433.16,25-48 Months
CUST-04505,Male,19,22,Month-to-month,DSL,Bank transfer,Yes,No,60.25,No,723.0,13-24 Months
CUST-04506,Male,37,62,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,106.68,Yes,1280.16,49-72 Months
CUST-04507,Male,28,26,Month-to-month,DSL,Bank transfer,No,No,52.24,No,626.88,25-48 Months
CUST-04508,Female,43,44,Two year,DSL,Credit card,No,No,76.34,No,916.08,25-48 Months
CUST-04509,Male,61,49,One year,DSL,Mailed check,No,Yes,99.22,No,1190.64,49-72 Months
CUST-04510,Female,66,39,Month-to-month,Fiber optic,Credit card,No,No,95.36,No,1144.32,25-48 Months
CUST-04511,Male,29,45,Two year,Fiber optic,Mailed check,No,Yes,64.5,No,774.0,25-48 Months
CUST-04512,Female,46,4,Month-to-month,Fiber optic,Mailed check,Yes,Yes,86.26,No,1035.12,0-6 Months
CUST-04513,Male,43,23,Two year,No internet,Bank transfer,No,Yes,90.93,Yes,1091.16,13-24 Months
CUST-04514,Female,40,33,Month-to-month,DSL,Electronic check,No,Yes,67.86,No,814.32,25-48 Months
CUST-04515,Female,51,29,Month-to-month,DSL,Electronic check,No,Yes,40.82,No,489.84,25-48 Months
CUST-04516,Female,70,66,Month-to-month,Fiber optic,Mailed check,No,No,54.51,Yes,654.12,49-72 Months
CUST-04517,Male,39,65,Two year,DSL,Electronic check,No,Yes,61.38,No,736.56,49-72 Months
CUST-04518,Male,21,52,Two year,DSL,Electronic check,No,Yes,72.73,No,872.76,49-72 Months
CUST-04519,Female,66,26,One year,DSL,Credit card,No,No,116.59,No,1399.08,25-48 Months
CUST-04520,Male,67,4,Month-to-month,Fiber optic,Mailed check,No,No,97.41,No,1168.92,0-6 Months
CUST-04521,Female,35,55,Month-to-month,DSL,Electronic check,No,No,49.15,Yes,589.8,49-72 Months
CUST-04522,Female,44,64,Month-to-month,Fiber optic,Electronic check,No,No,123.42,No,1481.04,49-72 Months
CUST-04523,Female,63,36,Month-to-month,Fiber optic,Credit card,No,No,69.79,No,837.48,25-48 Months
CUST-04524,Female,44,60,Month-to-month,DSL,Credit card,No,No,90.82,No,1089.84,49-72 Months
CUST-04525,Female,43,68,One year,Fiber optic,Bank transfer,No,Yes,45.71,No,548.52,49-72 Months
CUST-04526,Male,66,40,One year,Fiber optic,Electronic check,No,Yes,59.34,No,712.08,25-48 Months
CUST-04527,Male,61,16,Two year,No internet,Mailed check,No,Yes,101.06,No,1212.72,13-24 Months
CUST-04528,Male,44,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,47.39,No,568.68,0-6 Months
CUST-04529,Male,26,55,Month-to-month,DSL,Bank transfer,No,Yes,73.54,No,882.48,49-72 Months
CUST-04530,Female,41,41,Month-to-month,DSL,Mailed check,No,Yes,85.19,No,1022.28,25-48 Months
CUST-04531,Male,53,12,Month-to-month,DSL,Bank transfer,No,Yes,43.36,No,520.32,7-12 Months
CUST-04532,Male,32,4,One year,Fiber optic,Mailed check,No,Yes,22.23,No,266.76,0-6 Months
CUST-04533,Female,46,70,One year,DSL,Credit card,No,Yes,97.41,Yes,1168.92,49-72 Months
CUST-04534,Female,52,24,Month-to-month,DSL,Mailed check,No,Yes,152.17,No,1826.04,13-24 Months
CUST-04535,Male,22,24,Month-to-month,Fiber optic,Mailed check,No,Yes,84.85,No,1018.2,13-24 Months
CUST-04536,Female,48,46,Two year,DSL,Mailed check,Yes,Yes,90.22,No,1082.64,25-48 Months
CUST-04537,Male,57,27,Month-to-month,No internet,Bank transfer,No,Yes,47.25,No,567.0,25-48 Months
CUST-04538,Female,29,66,Month-to-month,Fiber optic,Credit card,No,Yes,113.15,Yes,1357.8,49-72 Months
CUST-04539,Female,47,50,One year,Fiber optic,Mailed check,No,No,61.45,Yes,737.4,49-72 Months
CUST-04540,Female,55,26,One year,DSL,Credit card,No,No,104.58,Yes,1254.96,25-48 Months
CUST-04541,Female,20,20,Month-to-month,DSL,Mailed check,No,Yes,89.0,No,1068.0,13-24 Months
CUST-04542,Female,52,62,Two year,DSL,Electronic check,No,No,89.69,No,1076.28,49-72 Months
CUST-04543,Female,31,43,Two year,Fiber optic,Electronic check,No,No,88.61,No,1063.32,25-48 Months
CUST-04544,Female,39,67,Month-to-month,Fiber optic,Electronic check,No,No,87.72,No,1052.64,49-72 Months
CUST-04545,Male,52,25,Month-to-month,DSL,Credit card,No,No,79.93,Yes,959.16,25-48 Months
CUST-04546,Female,18,2,One year,No internet,Electronic check,No,Yes,99.14,No,1189.68,0-6 Months
CUST-04547,Female,18,65,One year,Fiber optic,Electronic check,No,Yes,51.67,No,620.04,49-72 Months
CUST-04548,Female,41,18,Month-to-month,DSL,Electronic check,No,Yes,65.31,No,783.72,13-24 Months
CUST-04549,Female,68,61,Month-to-month,Fiber optic,Bank transfer,No,Yes,113.11,Yes,1357.32,49-72 Months
CUST-04550,Female,18,52,One year,Fiber optic,Credit card,No,Yes,76.84,No,922.08,49-72 Months
CUST-04551,Male,59,17,Month-to-month,DSL,Credit card,No,No,62.87,No,754.44,13-24 Months
CUST-04552,Male,21,55,Month-to-month,Fiber optic,Electronic check,No,Yes,100.98,Yes,1211.76,49-72 Months
CUST-04553,Male,43,6,Month-to-month,DSL,Mailed check,Yes,Yes,95.45,No,1145.4,0-6 Months
CUST-04554,Female,40,29,Month-to-month,Fiber optic,Electronic check,No,No,35.61,Yes,427.32,25-48 Months
CUST-04555,Female,42,26,Two year,DSL,Credit card,No,Yes,92.44,No,1109.28,25-48 Months
CUST-04556,Male,22,48,One year,Fiber optic,Electronic check,Yes,Yes,75.85,No,910.2,25-48 Months
CUST-04557,Male,57,39,Month-to-month,DSL,Credit card,Yes,Yes,91.93,No,1103.16,25-48 Months
CUST-04558,Female,32,45,Two year,No internet,Credit card,Yes,Yes,72.3,No,867.6,25-48 Months
CUST-04559,Female,58,35,Month-to-month,Fiber optic,Bank transfer,No,Yes,85.0,Yes,1020.0,25-48 Months
CUST-04560,Female,52,54,Month-to-month,Fiber optic,Bank transfer,No,Yes,20.73,No,248.76,49-72 Months
CUST-04561,Male,47,12,Month-to-month,No internet,Electronic check,No,Yes,46.94,No,563.28,7-12 Months
CUST-04562,Male,34,52,One year,Fiber optic,Electronic check,No,Yes,92.72,No,1112.64,49-72 Months
CUST-04563,Male,52,4,One year,DSL,Mailed check,No,No,145.4,Yes,1744.8,0-6 Months
CUST-04564,Male,70,7,One year,DSL,Electronic check,No,Yes,82.28,No,987.36,7-12 Months
CUST-04565,Female,66,53,Month-to-month,No internet,Bank transfer,No,Yes,52.6,Yes,631.2,49-72 Months
CUST-04566,Male,66,12,Month-to-month,Fiber optic,Mailed check,No,Yes,75.79,Yes,909.48,7-12 Months
CUST-04567,Female,29,56,Month-to-month,Fiber optic,Credit card,No,No,46.98,Yes,563.76,49-72 Months
CUST-04568,Female,49,10,Two year,Fiber optic,Credit card,No,No,107.0,No,1284.0,7-12 Months
CUST-04569,Male,39,11,Month-to-month,Fiber optic,Electronic check,No,Yes,73.35,Yes,880.2,7-12 Months
CUST-04570,Male,69,68,One year,Fiber optic,Electronic check,Yes,Yes,101.49,No,1217.88,49-72 Months
CUST-04571,Female,68,13,One year,No internet,Mailed check,No,Yes,67.7,No,812.4,13-24 Months
CUST-04572,Male,64,66,Month-to-month,Fiber optic,Electronic check,No,No,103.97,Yes,1247.64,49-72 Months
CUST-04573,Male,26,26,Month-to-month,Fiber optic,Bank transfer,No,No,26.54,No,318.48,25-48 Months
CUST-04574,Female,34,58,Month-to-month,Fiber optic,Bank transfer,No,Yes,72.69,No,872.28,49-72 Months
CUST-04575,Female,55,68,One year,Fiber optic,Bank transfer,No,Yes,87.11,No,1045.32,49-72 Months
CUST-04576,Female,57,9,Two year,DSL,Mailed check,Yes,Yes,64.49,No,773.88,7-12 Months
CUST-04577,Male,36,24,Month-to-month,Fiber optic,Credit card,No,No,82.07,No,984.84,13-24 Months
CUST-04578,Male,25,42,Two year,DSL,Bank transfer,No,Yes,81.59,No,979.08,25-48 Months
CUST-04579,Male,25,63,Month-to-month,DSL,Credit card,No,Yes,101.37,No,1216.44,49-72 Months
CUST-04580,Male,54,14,Month-to-month,Fiber optic,Credit card,No,No,89.4,Yes,1072.8,13-24 Months
CUST-04581,Male,42,14,Two year,DSL,Bank transfer,No,Yes,83.0,No,996.0,13-24 Months
CUST-04582,Female,44,27,Two year,Fiber optic,Electronic check,No,No,96.62,No,1159.44,25-48 Months
CUST-04583,Male,61,15,Month-to-month,Fiber optic,Credit card,No,Yes,34.11,Yes,409.32,13-24 Months
CUST-04584,Female,18,20,One year,No internet,Electronic check,Yes,No,50.93,No,611.16,13-24 Months
CUST-04585,Female,57,10,Two year,No internet,Mailed check,No,No,33.21,No,398.52,7-12 Months
CUST-04586,Female,32,60,One year,Fiber optic,Mailed check,No,Yes,87.36,No,1048.32,49-72 Months
CUST-04587,Male,67,58,One year,DSL,Electronic check,No,Yes,83.59,No,1003.08,49-72 Months
CUST-04588,Male,68,11,Month-to-month,Fiber optic,Electronic check,Yes,Yes,110.79,Yes,1329.48,7-12 Months
CUST-04589,Female,44,39,Month-to-month,DSL,Electronic check,Yes,No,81.85,No,982.2,25-48 Months
CUST-04590,Male,34,47,One year,DSL,Credit card,No,Yes,54.31,No,651.72,25-48 Months
CUST-04591,Female,30,46,Month-to-month,Fiber optic,Bank transfer,No,No,75.75,No,909.0,25-48 Months
CUST-04592,Male,27,71,Month-to-month,No internet,Credit card,No,No,20.0,Yes,240.0,49-72 Months
CUST-04593,Male,70,47,Month-to-month,DSL,Credit card,No,No,60.57,No,726.84,25-48 Months
CUST-04594,Female,27,50,Month-to-month,Fiber optic,Mailed check,No,Yes,20.0,No,240.0,49-72 Months
CUST-04595,Female,41,3,Month-to-month,DSL,Bank transfer,No,Yes,81.2,No,974.4,0-6 Months
CUST-04596,Male,43,6,Month-to-month,DSL,Bank transfer,No,Yes,64.18,No,770.16,0-6 Months
CUST-04597,Female,53,45,Month-to-month,Fiber optic,Electronic check,No,Yes,68.3,No,819.6,25-48 Months
CUST-04598,Male,62,66,Month-to-month,DSL,Credit card,No,Yes,45.92,Yes,551.04,49-72 Months
CUST-04599,Female,47,29,Two year,DSL,Credit card,No,Yes,53.27,No,639.24,25-48 Months
CUST-04600,Female,58,47,One year,No internet,Electronic check,No,No,91.39,Yes,1096.68,25-48 Months
CUST-04601,Female,48,16,Month-to-month,Fiber optic,Credit card,Yes,Yes,31.79,Yes,381.48,13-24 Months
CUST-04602,Female,41,33,Month-to-month,DSL,Electronic check,Yes,Yes,86.16,No,1033.92,25-48 Months
CUST-04603,Male,26,55,Month-to-month,DSL,Credit card,No,Yes,49.29,Yes,591.48,49-72 Months
CUST-04604,Female,29,48,One year,No internet,Bank transfer,No,No,24.93,No,299.16,25-48 Months
CUST-04605,Male,40,9,One year,Fiber optic,Electronic check,No,No,106.34,Yes,1276.08,7-12 Months
CUST-04606,Male,20,64,One year,DSL,Credit card,No,Yes,109.22,No,1310.64,49-72 Months
CUST-04607,Male,34,67,One year,No internet,Mailed check,No,Yes,56.89,No,682.68,49-72 Months
CUST-04608,Male,42,35,Month-to-month,Fiber optic,Electronic check,Yes,Yes,56.62,No,679.44,25-48 Months
CUST-04609,Female,43,25,Month-to-month,Fiber optic,Credit card,No,No,64.98,Yes,779.76,25-48 Months
CUST-04610,Male,61,39,Month-to-month,DSL,Bank transfer,No,Yes,49.32,No,591.84,25-48 Months
CUST-04611,Male,69,58,Month-to-month,DSL,Mailed check,No,Yes,54.25,No,651.0,49-72 Months
CUST-04612,Male,56,33,Month-to-month,DSL,Bank transfer,No,No,84.6,No,1015.2,25-48 Months
CUST-04613,Female,22,3,One year,Fiber optic,Electronic check,No,Yes,130.07,No,1560.84,0-6 Months
CUST-04614,Female,39,6,Month-to-month,DSL,Electronic check,No,Yes,62.07,Yes,744.84,0-6 Months
CUST-04615,Female,56,59,One year,Fiber optic,Bank transfer,No,Yes,100.65,No,1207.8,49-72 Months
CUST-04616,Male,49,57,Month-to-month,DSL,Electronic check,No,No,81.88,No,982.56,49-72 Months
CUST-04617,Male,42,56,Month-to-month,Fiber optic,Mailed check,No,Yes,25.18,Yes,302.16,49-72 Months
CUST-04618,Female,41,10,One year,Fiber optic,Credit card,No,No,71.32,No,855.84,7-12 Months
CUST-04619,Female,39,13,Month-to-month,No internet,Credit card,No,No,67.8,Yes,813.6,13-24 Months
CUST-04620,Female,48,29,Month-to-month,DSL,Mailed check,No,No,113.01,No,1356.12,25-48 Months
CUST-04621,Female,27,17,Month-to-month,Fiber optic,Bank transfer,No,Yes,114.14,No,1369.68,13-24 Months
CUST-04622,Female,45,28,One year,Fiber optic,Credit card,No,Yes,82.55,No,990.6,25-48 Months
CUST-04623,Female,28,41,Month-to-month,DSL,Credit card,No,No,106.0,No,1272.0,25-48 Months
CUST-04624,Male,54,21,Two year,No internet,Electronic check,No,No,67.9,No,814.8,13-24 Months
CUST-04625,Male,63,9,Two year,Fiber optic,Mailed check,No,No,103.34,No,1240.08,7-12 Months
CUST-04626,Male,44,29,Two year,No internet,Electronic check,No,No,74.81,No,897.72,25-48 Months
CUST-04627,Male,38,53,Month-to-month,Fiber optic,Electronic check,No,No,102.73,Yes,1232.76,49-72 Months
CUST-04628,Male,67,45,One year,DSL,Electronic check,Yes,Yes,105.58,No,1266.96,25-48 Months
CUST-04629,Female,52,24,Month-to-month,Fiber optic,Bank transfer,No,Yes,92.06,No,1104.72,13-24 Months
CUST-04630,Male,40,23,Two year,Fiber optic,Credit card,No,Yes,51.24,No,614.88,13-24 Months
CUST-04631,Male,19,43,Month-to-month,No internet,Credit card,No,Yes,60.22,No,722.64,25-48 Months
CUST-04632,Male,18,13,Month-to-month,Fiber optic,Mailed check,Yes,Yes,93.06,No,1116.72,13-24 Months
CUST-04633,Male,29,61,Month-to-month,No internet,Mailed check,No,Yes,97.02,Yes,1164.24,49-72 Months
CUST-04634,Male,30,63,Two year,Fiber optic,Electronic check,No,Yes,76.43,No,917.16,49-72 Months
CUST-04635,Male,56,2,Two year,Fiber optic,Electronic check,No,Yes,63.26,No,759.12,0-6 Months
CUST-04636,Female,44,70,Month-to-month,No internet,Electronic check,No,No,77.36,No,928.32,49-72 Months
CUST-04637,Female,70,2,Month-to-month,DSL,Credit card,Yes,Yes,64.2,Yes,770.4,0-6 Months
CUST-04638,Male,46,34,One year,Fiber optic,Electronic check,Yes,Yes,64.36,Yes,772.32,25-48 Months
CUST-04639,Female,65,49,Two year,DSL,Bank transfer,Yes,No,126.88,No,1522.56,49-72 Months
CUST-04640,Female,47,24,One year,Fiber optic,Electronic check,No,Yes,58.69,No,704.28,13-24 Months
CUST-04641,Female,36,15,Month-to-month,No internet,Mailed check,No,Yes,86.22,No,1034.64,13-24 Months
CUST-04642,Male,55,4,One year,Fiber optic,Credit card,Yes,Yes,76.28,Yes,915.36,0-6 Months
CUST-04643,Female,41,53,Two year,DSL,Credit card,No,Yes,37.66,No,451.92,49-72 Months
CUST-04644,Male,32,3,Month-to-month,Fiber optic,Electronic check,No,Yes,36.69,No,440.28,0-6 Months
CUST-04645,Male,43,35,Month-to-month,DSL,Credit card,No,No,69.73,No,836.76,25-48 Months
CUST-04646,Male,53,29,Month-to-month,No internet,Electronic check,No,Yes,20.0,Yes,240.0,25-48 Months
CUST-04647,Female,37,70,Month-to-month,DSL,Credit card,No,No,123.25,No,1479.0,49-72 Months
CUST-04648,Male,55,67,One year,Fiber optic,Electronic check,No,Yes,61.87,No,742.44,49-72 Months
CUST-04649,Male,69,59,Month-to-month,Fiber optic,Mailed check,No,Yes,59.59,Yes,715.08,49-72 Months
CUST-04650,Male,39,53,Month-to-month,Fiber optic,Bank transfer,No,No,106.25,Yes,1275.0,49-72 Months
CUST-04651,Male,33,40,Month-to-month,No internet,Credit card,No,No,68.06,No,816.72,25-48 Months
CUST-04652,Female,39,26,Two year,Fiber optic,Credit card,No,Yes,90.23,No,1082.76,25-48 Months
CUST-04653,Male,62,12,Two year,DSL,Electronic check,No,No,55.97,No,671.64,7-12 Months
CUST-04654,Male,27,70,Month-to-month,Fiber optic,Credit card,No,Yes,73.27,No,879.24,49-72 Months
CUST-04655,Male,69,28,One year,No internet,Electronic check,No,No,99.12,No,1189.44,25-48 Months
CUST-04656,Male,39,31,Month-to-month,DSL,Electronic check,No,Yes,47.87,No,574.44,25-48 Months
CUST-04657,Male,62,11,Two year,DSL,Electronic check,No,Yes,86.78,Yes,1041.36,7-12 Months
CUST-04658,Female,59,20,One year,No internet,Electronic check,Yes,Yes,20.0,No,240.0,13-24 Months
CUST-04659,Male,59,46,Month-to-month,No internet,Electronic check,No,No,107.43,No,1289.16,25-48 Months
CUST-04660,Male,66,31,Two year,DSL,Bank transfer,No,Yes,56.42,No,677.04,25-48 Months
CUST-04661,Female,27,43,Month-to-month,DSL,Electronic check,Yes,No,69.6,Yes,835.2,25-48 Months
CUST-04662,Female,49,16,One year,DSL,Bank transfer,Yes,Yes,69.26,No,831.12,13-24 Months
CUST-04663,Male,23,6,Month-to-month,Fiber optic,Electronic check,Yes,Yes,44.7,Yes,536.4,0-6 Months
CUST-04664,Male,33,64,One year,Fiber optic,Bank transfer,No,Yes,42.55,No,510.6,49-72 Months
CUST-04665,Male,20,32,Month-to-month,DSL,Electronic check,No,No,86.6,No,1039.2,25-48 Months
CUST-04666,Female,54,27,Month-to-month,DSL,Electronic check,Yes,Yes,87.91,No,1054.92,25-48 Months
CUST-04667,Male,50,21,Month-to-month,Fiber optic,Bank transfer,No,Yes,47.21,Yes,566.52,13-24 Months
CUST-04668,Male,57,48,Two year,Fiber optic,Credit card,No,Yes,87.15,No,1045.8,25-48 Months
CUST-04669,Female,27,41,Month-to-month,DSL,Credit card,No,No,87.62,No,1051.44,25-48 Months
CUST-04670,Male,35,29,One year,Fiber optic,Mailed check,No,Yes,61.41,No,736.92,25-48 Months
CUST-04671,Male,53,68,Month-to-month,DSL,Credit card,No,Yes,35.78,No,429.36,49-72 Months
CUST-04672,Female,61,65,Two year,DSL,Bank transfer,Yes,Yes,70.95,Yes,851.4,49-72 Months
CUST-04673,Male,64,15,Month-to-month,Fiber optic,Credit card,No,Yes,82.22,No,986.64,13-24 Months
CUST-04674,Female,21,47,One year,Fiber optic,Electronic check,Yes,Yes,70.35,No,844.2,25-48 Months
CUST-04675,Female,39,70,Two year,Fiber optic,Electronic check,Yes,Yes,55.41,No,664.92,49-72 Months
CUST-04676,Male,18,36,Month-to-month,Fiber optic,Electronic check,No,No,85.08,Yes,1020.96,25-48 Months
CUST-04677,Female,61,3,Month-to-month,DSL,Credit card,Yes,No,107.43,No,1289.16,0-6 Months
CUST-04678,Female,24,10,Two year,DSL,Electronic check,Yes,Yes,50.43,No,605.16,7-12 Months
CUST-04679,Female,61,49,Month-to-month,DSL,Electronic check,No,Yes,63.66,No,763.92,49-72 Months
CUST-04680,Male,26,65,Month-to-month,Fiber optic,Bank transfer,No,No,148.81,Yes,1785.72,49-72 Months
CUST-04681,Male,18,10,Month-to-month,DSL,Credit card,Yes,Yes,80.14,No,961.68,7-12 Months
CUST-04682,Male,64,40,Two year,Fiber optic,Bank transfer,No,Yes,36.53,Yes,438.36,25-48 Months
CUST-04683,Female,41,36,Two year,DSL,Bank transfer,No,No,58.63,No,703.56,25-48 Months
CUST-04684,Male,40,21,One year,Fiber optic,Electronic check,No,Yes,50.81,No,609.72,13-24 Months
CUST-04685,Female,52,46,One year,DSL,Credit card,Yes,Yes,82.65,No,991.8,25-48 Months
CUST-04686,Female,32,64,Month-to-month,DSL,Electronic check,No,No,80.62,No,967.44,49-72 Months
CUST-04687,Female,54,18,Month-to-month,Fiber optic,Electronic check,No,Yes,54.18,No,650.16,13-24 Months
CUST-04688,Male,40,4,Month-to-month,No internet,Mailed check,No,No,123.98,No,1487.76,0-6 Months
CUST-04689,Male,32,26,Month-to-month,Fiber optic,Electronic check,No,Yes,74.38,Yes,892.56,25-48 Months
CUST-04690,Female,38,23,Month-to-month,Fiber optic,Bank transfer,No,Yes,59.24,No,710.88,13-24 Months
CUST-04691,Male,18,53,One year,DSL,Bank transfer,Yes,No,37.81,No,453.72,49-72 Months
CUST-04692,Male,33,39,Month-to-month,DSL,Electronic check,No,No,46.95,No,563.4,25-48 Months
CUST-04693,Female,49,2,Month-to-month,Fiber optic,Electronic check,No,No,37.11,No,445.32,0-6 Months
CUST-04694,Female,25,25,Month-to-month,Fiber optic,Electronic check,Yes,Yes,66.66,Yes,799.92,25-48 Months
CUST-04695,Female,24,53,Month-to-month,Fiber optic,Electronic check,No,No,47.22,No,566.64,49-72 Months
